	Column1	query	text_id	hit_id	left	hit	right	LABEL	AGENCY	DOMAIN	REAL_AGENCY	BENEFICIARY	letter_id	period	year_of_writing	authenticity	relation	author_name	author_gender	author_relation_to_recipient	author_year_of_birth	author_age	recip_name	recip_gender	recip_relation_to_addressee	recip_year_of_birth	recip_age	CORRESPONDENCE	DECADE	Kolom1	query_standardised
9680	32422	god	HOLLES_128	HOLLES.391_391	referr it to her owne direction , the which I suppose yow shall receave from her : I sayd your sorrowfull mother , and so shee is , and in that measure , as these three days shee hath not eaten one bitt of bread , and muche a doe have I with her , to gett down one spoonfull of brothe : meane while my part is hard to brydle so myn owne griefe as to disswade hers :	God	grant us all patience , for this morcell is ( marah ) even bitternes it self . God bless yow and my daughter your wife , and grant us all his grace to conform our wills to his . Amen . Nottingham this of October 1631 . Your very loving father Clare . Yow shall fynd a pyr of black stockins in the standart where the black clothe sutes be , which standart stands at the upper end of	BODY	PRAYER	SOCIAL	WRITER	WRITER	HOLLES	E2	1629.0	COPY	FAMILY_NUCLEAR_CODE_METADATA	JOHN_HOLLES_SR	MALE	FATHER	1565?	64?	JOHN_HOLLES_JR	MALE	SON	1595	34	HOLLES	1620		GOD
9690	32462	god	HOLLES_131	HOLLES.410_410	me to make known my tytle , which long I have neglected in my youth , besyds the carelessnes of that season , beeing many years abrode in the forreyn occasions of that time , both-5 by sea and land , and since , to confess a truthe , I merely forgott it : for my part I covet only my right and no more , and if any thing appear under my hand more then I have sayd ,	God	defend I should quarrell suche right . I shall be glad to hear of the good health and wellfare of my grandchildren , whom the Lord of heaven bless to all our cumforts , to whose holy protection I leave yow : from Westminster the 16 of May 1634 . Your Lordships . I have deputed one Mr Fernley of Dublin to sollicite this cause , whom I have appointed to attend your Lordship therabouts . To my very	BODY	PRAYER	SOCIAL	WRITER	WRITER	HOLLES	E2	1629.0	COPY	FAMILY_NUCLEAR_CODE_METADATA	JOHN_HOLLES_SR	MALE	FATHER	1565?	64?	JOHN_HOLLES_JR	MALE	SON	1595	34	HOLLES	1620		GOD
9696	32486	god	HOLLES_132	HOLLES.563_563	your Lordship therabouts . To my very loving sunn the Lord Haughton Jack , the Lord of heaven bless yow , and send yow well home out of that unsafe town , and yet this cuntry is little safer , Melton having infected many villages in this cuntry , and if Nottingam stand sound , it is a miracle ; 2 houses be shutt up in Nottingam , yet my Cosen Hutchenson writes to me there is no danger ,	God	grant it proove so at the full and change . And at Bothumsall a chyld dyed in the beginning of this week , the suspition is , that one of Melton a ioyner , was lodged at Pawmers , this day I heard of it from my Lord Kingston , who came hither : for surety sake I have caused the house to be shutt up , and the boddy to be viewed : the Lord of heaven be	BODY	PRAYER	POLITICS	GOD	OH	HOLLES	E2	1629.0	COPY	FAMILY_NUCLEAR_CODE_METADATA	JOHN_HOLLES_SR	MALE	FATHER	1565?	64?	JOHN_HOLLES_JR	MALE	SON	1595	34	HOLLES	1620		GOD
9758	30878	god	HARLEY_061	HARLEY_061.171_171	meete my desires in desireing , in some measure as I doo , to see me ; and if pleased the Lord , I wisch you weare at Brompton . I am now againe threatned ; there are some souldiers come to Lemster and 3 troopes of hors to Heariford with S=r= William Vauasor , and they say they meane to viset Brompton againe ; but I hope the Lord will deleuer me . My trust is only in my	God	, whoo neuer yet failled me . I pray you aske M=r= Kinge what I prayed him to tell you conserning Wigmore . I haue taken a very greate coold , which has made me very ill thees 2 or 3 days , but I hope the Lord will be mercifull to me , in giuing me my health , for it is an ill time to be sike in . My deare Ned , I pray God blles	BODY	RESIGNATION	POLITICS	0	0	HARLEY_061	E3	1643.0	AUTOGRAPH	FAMILY_NUCLEAR	BRILLIANA_HARLEY[N.CONWAY]	FEMALE	MOTHER	1600?	43?	EDWARD_HARLEY	MALE	SON	1624	19	HARLEY	1640	61.0	GOD
9775	88537	god	WENTWOR_040	WENTWOR_040.500_500	soe much under the vallewe . And on the other side , that it behoues mee to sell it in such conuenient tyme , as the moneies maie come in seasonably to discharge the debtes which I am engaged in my creditt to paie , a course too indeed ( as I judge ) most for your profitt and honore . And therfore if I heare not from your Ladyship before that time , I resolue to conclude the bargaine	$God	$willinge {TEXT:Godwillinge} upon such tearmes as I haue acquainted Mr Ogle with . There remaines nothinge but to present my wiue 's seruice to your Ladyship and my <P_148> Lady Ogle , togeather with my sister 's and my owne . Which done , I comitt your increase of sound health , and happinesse to the good grace and blessinge of the allmightie . Your Ladyships affecconate kinsman and deuoted seruant , Th. Wentworth . 	BODY	DIVINE APPROVAL	0	0	0	WENTWOR_040	E2	1621.0	COPY	FAMILY_OTHER	THOMAS_WENTWORTH	MALE	KIN	1593	28	JOAN_TALBOT	FEMALE	KIN	_	_	WENTWOR	1620	40.0	GOD
9791	32682	god	HOSKYNS_004	HOSKYNS_004.612_612	them this term & skatter the rest as I can single them within a yeare or 2 and then I hope to live merrylie with my 2 Bens & provide for y=r= 2 girles . I will bringe down every penny that remaynes above the forsaid debts discharged that must of necessity be discharged heere in London . my deare lovinge kynd earnest resolute weake mighty desperat tender harted brave miserable dayntie bountyfull carefull cruell godly sweet honest Ben :	god	keepe y=u= & your daughters & y=r= little boy whom I pray y~ doe not breed a clown . Send word whether I shall bring John Boorne down w=th= me . pray god I may finish this bargain for yet it is but a spech write to me where y~ will keepe y=r= Christmas & what small provision I shall heere make for it & as y~ will it shall be . God keepe y~ sweet deere hart .	BODY	PRAYER	SOCIAL	GOD	ADDRESSEE AND OH	HOSKYNS_004	E2	1611.0	AUTOGRAPH	FAMILY_NUCLEAR	JOHN_HOSKYNS_I	MALE	HUSBAND	1566	45	BENEDICTA_HOSKYNS[N.MOYLE]	FEMALE	WIFE	1575?	36?	HOSKYNS	1610	4.0	GOD
9795	32686	god	HOSKYNS_005	HOSKYNS_005.118_118	, ease , or lyfe it selfe , in extremyty of sicknesse as I doe that I might see y=u= before y=u= lye in . notw=th=standinge yf that may not be , yet I pray w=th= assurance of fayth to obtayne , & fynd comfort when I pray , that y=u= & y=r= chyld both may live & haue health , & ioy in the companie of this poore prisoner that now wrytes to y=u= . I haue intelligence (	god	grau~t it be true ) that there is a purpose to deliver vs vpon som vnexpected day neere the end of the terme . Whatever becom of me it shall nothinge greeue me yf y=u= retayn a comfortable spirit , & vndiscouraged hart in Christ Jesus . I haue endured a triall I am out of feare of my offences , I feare nothinge now , but only pray that god & his maiesty would testyfy theyr reco~ciliatio~ to	BODY	PRAYER	POLITICS	GOD	WRITER	HOSKYNS_005	E2	1614.0	AUTOGRAPH	FAMILY_NUCLEAR	JOHN_HOSKYNS_I	MALE	HUSBAND	1566	48	BENEDICTA_HOSKYNS[N.MOYLE]	FEMALE	WIFE	1575?	39?	HOSKYNS	1610	5.0	GOD
9801	32692	god	HOSKYNS_006	HOSKYNS_006.697_697	when did I deal ungratefully w=th= thee ? you must com Ben & refute them . In meane while take home y=r= Doctor the late rare example of suictors now made a greate kinge of beggars , a Mr. of an hospitall , & take my first servaunt Mr. Pateshall , delivered fro~ Wilsheere assises , restored to his office see that he be not ungratefull nor run~e not over us w=th= his witt . Forgive me Ben , &	God	forgive me for this idle letter & yf whereas I have somtymes wept & prayd , I somtymes laugh & pray hereafter . howsoever I will ever pray will remayn malitiouse to none infinitely & eternally loving to y=u= . God ever preserve y=u= John , Francke , Besse , Ben , dic & all yr family thyne only thyne all thyne ever J. Hoskyns . 2: March 1614 . 	BODY	PRAYER	SOCIAL	OH DIRECT	WRITER	HOSKYNS_006	E2	1615.0	AUTOGRAPH	FAMILY_NUCLEAR	JOHN_HOSKYNS_I	MALE	HUSBAND	1566	49	BENEDICTA_HOSKYNS[N.MOYLE]	FEMALE	WIFE	1575?	40?	HOSKYNS	1610	6.0	GOD
9843	33796	god	KNYVETT_035	KNYVETT_035.941_941	malignants . By the next Post the westerne busines $will $be {TEXT:wilbe} cleerer . London 'hath a very hot report of the Queens death , occasioned by some mischance that befell her in her sedan in the streets in Oxford , by the car'lessnes of her Porters . If this be true , suer God hath some great worke in it , & we shall see some suddaine alteration . I hope the Popish' party will really lessen apace .	Gods	$wil $be {TEXT:wilbe} done , And in his good time deliver vs out of these troubles . The same good God Bless thee & thine & send vs a happy meeting againe . My love to all my loving freinds , farewell . Thy deerest freind to love thee A. T. K. T. Apr: 3. 1644 . I thanke m=is= Rogery for her letter . I shall thinke of som'thing to say to her the next . $Ther $'s	BODY	RESIGNATION	POLITICS	0	0	KNYVETT_035	E3	1644.0	AUTOGRAPH	FAMILY_NUCLEAR	THOMAS_KNYVETT	MALE	HUSBAND	1596	48	KATHERINE_KNYVETT	FEMALE	WIFE	_	_	KNYVETT	1640	35.0	GOD
9875	32768	god	HOSKYNS_022	HOSKYNS_022.126_126	proceede to goe thither . I thincke I shall troble y=r= patience w=th= a welsh judge , & therefore let Ben proceede to be a barrister for John Boorne loyters . Y=r= prebendary Williams is a privie cou~saylor & not assuredly lord-keeper . We are sealinge of writings I $shall $be {TEXT:shalbe} ridde of Arkston only the little man~or of Meres Court stays in pawn with me for about $=l= {TEXT:300=l=} . Evry ma~ calls for money nobody pays .	god	help us . God blesse y=u= and all the childre~ . be assured I love y=u= . J. Hoskyns . 26 June 1621 . 	BODY	PRAYER	TRADE	OH INDIRECT	WRITER AND ADDRESSEE	HOSKYNS_022	E2	1621.0	AUTOGRAPH	FAMILY_NUCLEAR	JOHN_HOSKYNS_I	MALE	HUSBAND	1566	55	BENEDICTA_HOSKYNS[N.MOYLE]	FEMALE	WIFE	1575?	46?	HOSKYNS	1620	22.0	GOD
9879	32772	god	HOSKYNS_023	HOSKYNS_023.193_193	& is somewhat lyke her for stature & makinge . Com~end me to my daughter Margarett Boorne & tell her I hope she will thancke me for her . Let us all pray to god with thanksgevi~ge for the least of his benefitts & hu~ble supplicatio~ for his pardon for our synes . M=r= Edwards this bearer hath woundrously bound me to hym so hath Mr. Griffith lloyd who will come with us w=th= one ma~ only . I pray	god	we may be so happy as to have a coach & good horses meet us at Rosse upon fryday night . M=r= Edwards will tell you the rest . God keepe us all . Com~end me to all my Cosens Also I rest y=r= lovinge father-in-law J. Hoskyns . Risingto~ 11 Dec=r= 1627 . 	BODY	PRAYER	TRAVEL	OH INDIRECT	WRITER AND ADDRESSEE	HOSKYNS_023	E2	1627.0	AUTOGRAPH	FAMILY_NUCLEAR	JOHN_HOSKYNS_I	MALE	STEPFATHER	1566	61	ELIZABETH_BOURNE	FEMALE	STEPDAUGHTER	1601?	26?	HOSKYNS	1620	23.0	GOD
9914	20709	lord	BACON_112	BACON_112.122_122	monye which remaynythe of the pourchase of the londe we sold unto your honnore , and that the same maye be payd to my father with whome I have joynyd in acquytaunce for the holl as your honnore knowythe , who , I knowe , will carefullye bothe-7 for him selfe , me , my wiffe and children provide as nature bindythe him . Trustinge that for other respectes and promyses made unto us your honnore will stande our good	lorde	, and helpe us to some preferment for our better helpes , wherby we and ours $shall $be {TEXT:shalbe} bounde to praye for your honnore 's preservacione . Prayinge your honnore that my absence maye be no impedyment , for I was inforsyd for the helpe of my lyvinge to seke to serve in foren place as our Lorde knowythe , who sende youe longe liffe with honnore . This xii of December <font> anno </font> 1574 . 	BODY	CONFIDENCE	TRADE	0	0	BACON_112	E2	1574.0	AUTOGRAPH	OTHER	EDMUND_BANYARD	MALE	_	_	_	NICHOLAS_BACON_I	MALE	_	1510	64	BACON	1570	112.0	LORD
9930	32825	god	HUTTON_005	HUTTON_005.117_117	off November , I was putt in assured hoape off libertie , &c . Abowte thatt tyme arose a sudeyn contrarie tempest , which hadde browghte me to have appeared in the Starre Chamber 29 Novembris last , iff God had nott layed me up 2 dayes before off myne olde disease the stoane . By thatt occasion my apparence was respitted , and I now remayne as a man in suspense inter spem metumque , butt yett hoape that	God	wille in the ende turne all to the beste . I thanke ye for your manifold significations off your goode wille towarde me and myne . I praye <P_59> ye be goode to the bringer in that {in}_P ye maye lawfullye , commende me as ye knowe . God kepe you . 2 December , 1577 . Yours in Christe , E. C. To my lovinge frende , M=r=. Deane off Yorke . 	BODY	PRAYER	DISEASE	GOD	WRITER	HUTTON_005	E2	1577.0	AUTOGRAPH	FRIEND	EDMUND_GRINDALL	MALE	_	1519	58	MATTHEW_HUTTON_I	MALE	_	1529	48	HUTTON	1570	5.0	GOD
10022	32926	god	HUTTON_021	HUTTON_021.94_94	lyk thanks for my last and best intertainment , beyond the expectation of some that would needes make me beleve otherwise then nowe I see and fynde that there was cause . But I send your Lordship in liewe thereof ( having not of myne owne to requite your Lordship 's great favor therein ) these included from your Lordship 's verie good Lord and myne , the Lord Chamberlaine , and therwithall the predominant prelacie of this province .	God	geve your Lordship longe and muche prosperitie therein , and make me worthie to be your successor here in tyme , which his Lordship signifieth unto me to be her Majestie 's pleasure also . Wherein if it please God to place me , your Lordship shall have as obedient and faithfull a successor as any whatsoever could have been nominated therunto ; whiche tyme , the mother of truth , shall prove . I have hitherto silenced this	BODY	PRAYER	SOCIAL	GOD	ADDRESSEE	HUTTON_021	E2	1594.0	AUTOGRAPH	OTHER	TOBIE_MATTHEW	MALE	_	1546	48	MATTHEW_HUTTON_I	MALE	_	1529	65	HUTTON	1590	21.0	GOD
10189	33101	god	HUTTON_048	HUTTON_048.350_350	as , concordia res parvae crescunt , discordia maximae dilabuntur . I praie God the jarring at home doe not incorage the rebelles in Ireland and elsewhere . I take it to be against good policy for a great prince to keepe a longe and lingeringe warr with a subject nation , though the people be never so base ; for it teacheth them to be skilfull , stout , and resolute , as appeareth by the Low Countries .	God	graunt it may not appeare by Ireland ! The people there are growne verie valiant and desperate , and , being hable to abide all kind of hardines , take the benefite of the contrie , of woods and bogges , and are like to hould out a long time , without the losse of more noblemen and captaines then may be well spared in England . Besides that , manie of our English nation ( nescio quomodo )	BODY	PRAYER	POLITICS	OH INDIRECT	OH	HUTTON_048	E2	1600.0	COPY	OTHER	MATTHEW_HUTTON_I	MALE	_	1529	71	JOHN_WHITGIFT	MALE	_	1530	70	HUTTON	1600	48.0	GOD
10264	29035	god	DUPPA_006	DUPPA_006.74_74	M {ED:y} L {ED:ord} I thanke you for taking so well that libertie of use with you , and peradventure therefore the more with you , because I would take less to my selfe , being oblig'd to a stricter observance of my owne and even when you have it from mee , I have often begun the verse : Paratus sum , but when I shall come to et non sum turbatus ,	God	knowes . And yet I know the first not perfect without the latter . The fault you find with mee is indeed of such a nature that you $can $not {TEXT:cannot} absolve mee of it , for that I shall not be brought to confess it . $'T $is {TEXT:'Tis} not I my Lord that sett a valew upon you , nor the royall stamp it selfe so much as your owne intrinsic virtue which is truly your intrinsic	BODY	RESIGNATION	0	0	0	DUPPA_006	E3	1650.0	AUTOGRAPH	FRIEND	JUSTINIAN_ISHAM	MALE	FRIEND	1611	39	BRIAN_DUPPA	MALE	FRIEND	1589	61	DUPPA	1650	6.0	GOD
10301	88538	god	WENTWOR_040	WENTWOR_040.502_502	under the vallewe . And on the other side , that it behoues mee to sell it in such conuenient tyme , as the moneies maie come in seasonably to discharge the debtes which I am engaged in my creditt to paie , a course too indeed ( as I judge ) most for your profitt and honore . And therfore if I heare not from your Ladyship before that time , I resolue to conclude the bargaine $God $willinge	{TEXT:Godwillinge}	upon such tearmes as I haue acquainted Mr Ogle with . There remaines nothinge but to present my wiue 's seruice to your Ladyship and my <P_148> Lady Ogle , togeather with my sister 's and my owne . Which done , I comitt your increase of sound health , and happinesse to the good grace and blessinge of the allmightie . Your Ladyships affecconate kinsman and deuoted seruant , Th. Wentworth . 	BODY	DIVINE APPROVAL	TRADE	0	0	WENTWOR_040	E2	1621.0	COPY	FAMILY_OTHER	THOMAS_WENTWORTH	MALE	KIN	1593	28	JOAN_TALBOT	FEMALE	KIN	_	_	WENTWOR	1620	41.0	GOD
10303	88547	god	WENTWOR_041	WENTWOR_041.324_324	bee void of excepcion although itt came to the view of my lord of Buckingham , least he might conceaue that yow doe not soe absolutely depend on him , as it maie bee he expects , and soe take that occasion to grow cold in the matter . Your Lordship will present my duty and seruice where I owe itt , crauing pardon for my breuity in regard I will write more at large to yow the next week	$God	$willinge {TEXT:Godwillinge} . God take yow and yours into his blessed keeping , Your lordship 's most humble brother in lawe to commaund , Th. Wentworth . 	BODY	DIVINE APPROVAL	COMMUNICATION	0	0	WENTWOR_041	E2	1621.0	COPY	FAMILY_OTHER	THOMAS_WENTWORTH	MALE	BROTHER_IN_LAW	1593	28	HENRY_CLIFFORD_IV	MALE	BROTHER_IN_LAW	1591	30	WENTWOR	1620	41.0	GOD
10306	33231	lord	JONES_001	JONES_001.69_69	( Col=l= Jones ) To Leift. gen=ll= Ludlow . Dear S=r= I have to present but my reall affec~cens , and my hearty desire of enjoying yo=r= Company , and if I had a Call from the place for it where you are , I should gladly embrace it , and share in yo=r= hardshipp with you . The inclosed contains all the newes wee have here . The	Lord	is gratious in his Dealing towards us , mixing grains of crosses and affic~cons w=th= oceans of mercies and deliverances , that o=r= low spirits are apt to grow regardles of the manifestacions of his love when we enjoy them in a continued series , may have the more quicker and more feeling apprehensions of them . I am sorry w=th= all my soule , that wee are fayne to give my Lord soe sad an accompt of his	BODY	RESIGNATION	TRADE	0	0	JONES_001	E3	1651.0	UNKNOWN	OTHER	JOHN_JONES	MALE	_	1597?	54?	EDMUND_LUDLOW	MALE	_	1616?	35?	JONES	1650	1.0	LORD
10314	33248	lord	JONES_002	JONES_002.689_689	, y=e= draught oxen , and cowes ; I lost an horseman and my best horse . The enemy grow in these partes into a considerable strength , and are much heightened in their spirits , but the cursed thing stickes to them . They abound in oathes and hideous blasphemies , they have Pharaoh 's heart to destroy God 's people : who knowes but that their spirits are raised to draw them together to destroy them ? The	Lord	's judgm=ts= are unsearchable , and his wayes past finding out . I pray present my humble service to Col=l= Cromwell , Dr. Chartwright , whose kindness I shall never forgett , and the rest of my acquaintanee where you are . The God of peace , who hath brought againe the Lord Jesus from the Dead by the blood of the everlasting couvn=t= , make you perfect in every good worke . Yo=r= very affectionate Friend , Jo.	BODY	RESIGNATION	RELIGION	0	0	JONES_002	E3	1651.0	UNKNOWN	OTHER	JOHN_JONES	MALE	_	1597?	54?	GENERAL_ALLEN	MALE	_	_	_	JONES	1650	2.0	LORD
10323	33240	lord	JONES_002	JONES_002.189_189	are wittnesses , but he hath raised poor sinfull Creatures , above their spheares in the Affaires of the World , that they might be humble and meeke : This may seeme a Paradoxe , but it is very true . I may say <P_180> that I have bene in that condic~ion , as was scarce capable exercising that grace of humility in the outward conversac~on , untill the Lord was pleased to bring me out of it . The	Lord	"grant us more discovery of his eternall love every Day , and keeping us from waxing fatt ( as Jossuram ) , and forgetting our God that formed us , or lightly esteeming of the Rock of o=r= Salvation . He hath planted his word in o=r= hearts y=t= wee may doe it ; and this doeing is comprehended in very few ( but very sweet ) words - "" to doe justly , to love mercy , and"	BODY	PRAYER	RELIGION	GOD	WRITER AND ADDRESSEE	JONES_002	E3	1651.0	UNKNOWN	OTHER	JOHN_JONES	MALE	_	1597?	54?	GENERAL_ALLEN	MALE	_	_	_	JONES	1650	2.0	LORD
10328	33245	lord	JONES_002	JONES_002.508_508	contained noe other matter but a representa~cion of yo=r= Respects . His little Majesty of Scotland , w=th= an army of horse and foote , of last month in Shropshire ; Lambert and Harrison , w=th= a considerable strength of horse and dragoons , but few foot , in Leitchfield ; the Lord gen=ll= within 3 dayes march w=th= the Infantry and Trayne ; Fleetwood w=th= some force coming up - this is o=r= last intelligence from England . The	Lord	give us believing and praying spirits . On the last Lord 's day Sherlock , with horse and dragoons , preyed the cattle of this towne of Baggotts Rath ; L=t= Howlitt , of Col=l= Howson Troope , got together of his horse and as <P_181> many of the Towne horse , and pursued 5 miles , and there engaged upon a disadavantage of number and ground , and was imediately worsted , himselfe wounded , 25 slayne ,	BODY	PRAYER	POLITICS	OH INDIRECT	WRITER AND OH	JONES_002	E3	1651.0	UNKNOWN	OTHER	JOHN_JONES	MALE	_	1597?	54?	GENERAL_ALLEN	MALE	_	_	_	JONES	1650	2.0	LORD
10331	33304	god	JONES_008	JONES_008.273_273	the Trone of grace in her behalfe ; but now shee perceives that her Redemption draweth nigh , wherein shee doeth much Rejoyce , earnestly desiring to be dissolved and to be w=th= X.=t.= Last night I was called up ( having watched with her the night before ) , shee being growne speechles , but after a little time shee Recovered her speech . I believe shee $can $not {TEXT:cannot} continue 2 nights longer w=th=out a speciall worke of	God	, the frame of her nature being quite dissolved in her . I rejoyce in the paper you sent from Merrionythshire : the Lord grant it proceeds from Renewed Spiritts , and not from carnall compliance . It is not difficult to make use of a gospell Language ; but it is a Rare and a blessed thing to have soe many gospell spiritts in that countrey . There may much sincerity accompany a little faith , little knowledge	BODY	RESIGNATION	DISEASE	0	0	JONES_008	E3	1651.0	UNKNOWN	FRIEND	JOHN_JONES	MALE	FRIEND	1597?	54?	MORGAN_LLOYD	MALE	FRIEND	_	_	JONES	1650	8.0	GOD
10337	33254	lord	JONES_003	JONES_003.269_269	taken , and $can $not {TEXT:cannot} be any diservice to you . The last Lord 's Day Sherlock , with horse and firelocks , came to Baggots Rath and preyed the cattle and horses , to the number of cowes and horses , and Cap=t= Howlett , w=th= about of his owne horse and about as many of the towne horse , pursued 5 miles , and was worsted , lost about 25 slayne and 22 taken prisoners . The	Lord	discov=r= unto us his mind in these his dealings towards us . I have noe more at present , but to assure you that I am , Yo=r= affeccionate Friend and Kinsman , Jo. Jones . Dublin , 3=d= September , 1651 . Postcript . Mr. Henry Jones , Scout M=r= Gen=ll= Mr. Scott now supplies the office of the Secretary of State , at the Councell of State , desires me to have timely intelligence of all passages	BODY	PRAYER	WARFARE	OH INDIRECT	WRITER AND OH	JONES_003	E3	1651.0	UNKNOWN	OTHER	JOHN_JONES	MALE	_	1597?	54?	HENRY_JONES	MALE	_	_	_	JONES	1650	4.0	LORD
10362	33279	lord	JONES_006	JONES_006.190_190	the Irish not apt to play an after game in Curteseyes , and Trustings . The menc~on you made of Majo=r= Sallwey , made my heart Leape w=th=in me , he being by the printed Diurnalls rendered to bee past hope of Recovery . Blessed bee the Lord for his kindnes to him in that particular and $to $o=r {TEXT:=to=r=} Land and Nation in his appearances , and actings , for , and by his Servants at Worcester . The	Lord	give us humble , thankfull , uniting , beleeving , and , selfe-denying spirits , That wee fall not into the snares that successes have in them , to lift us up to Pride , allure us to coveteousnes , or rend us into Factions . I should thinke it now very seasonable to passe an Act of Gen=ll= Indempnity , w=th= exceptions of all Persons that banished themselves by flying beyond Seas , and all that joyned w=th=	BODY	PRAYER	POLITICS	WRITER AND OH	WRITER AND OH	JONES_006	E3	1651.0	UNKNOWN	OTHER	JOHN_JONES	MALE	_	1597?	54?	THOMAS_SCOTT	MALE	_	_	_	JONES	1650	6.0	LORD
10364	33281	lord	JONES_006	JONES_006.478_478	wish , that many more forces were brought over hither commanded by honest , Religious Officers , to finish this worke effectually , and raise that Monarchiall and Cavaleerish interest , and opposition to godliness , w=ch= the greatest of the old Forces , and some of the New , are <P_189> affected w=th= and w=ch= some of us looke upon as more dangerous than any thing the Com~on enemy can do : It is good principiis obstare : The	Lord	direct you in these great Affairs . Some men may be possessed w=th= high conceits , that Ireland being conquered is little enough to reward their meritt , that have served you in that worke , or that you cutt of the heades of Dukes and Earles to have them placed on their Shoulders , I presume you will not soe much value upon what I write concerning these creatures , as to communicate it to any , w=ch=	BODY	PRAYER	POLITICS	ADDRESSEE	ADDRESSEE	JONES_006	E3	1651.0	UNKNOWN	OTHER	JOHN_JONES	MALE	_	1597?	54?	THOMAS_SCOTT	MALE	_	_	_	JONES	1650	6.0	LORD
10372	33289	lord	JONES_007	JONES_007.655_655	is pleased to begin to gather a people here at Dublin into a Church fellowshipp , the foundac~ons off 2 Congregac~ons are already laid , y=e= number of either not many , but he that soweth in this vineyard , will give y=e= encrease . I long to see what you have to propound for Ireland , I am apt to Jugde it good before I know it ; it groweth late , and I am much discomposed . The	Lord	reward yo=r= labour of Love to yo=r= dying friend , and to your faithful friend , and Servant , Dublin , 19=th= Nov. , 1651 . Postscript . Since y=e= writing of the inclosed , I have had leisure to thinke of another passage in yo=r= letter , w=ch= was concerning <P_192> Com=rs= and proposalls sent into Scotland . Verite I like the Com=rs= exceeding well , and I thinck England hath not another sett , but I like	BODY	PRAYER	SOCIAL	GOD	ADDRESSEE	JONES_007	E3	1651.0	UNKNOWN	FRIEND	JOHN_JONES	MALE	FRIEND	1597?	54?	WILLIAM_STANE	MALE	FRIEND	_	_	JONES	1650	7.0	LORD
10387	33390	lord	JONES_018	JONES_018.154_154	if itt may bee ) by the appointm=t= of yo=r= Congregation , and one or Two w=th= you , to consult w=th= the Bretheren here of the propagating of o=r= Lord 's Gospell and Kingdome , and love amongst all Saints , because some here laie weight upon yo=r= sending . Though here bee a very greete ebb to carnall sense , yett Manie pretious Ones think $it $'s {TEXT:itts} a time of much Mercie ; and that o=r= blessed	Lord	will shortly worke w=th= eminence . I have much very much to acquaint you with , but purposely forbeare in expectation to enjoy you the next week . Thowe $me $thinks {TEXT:methinks} , we have scarce lived a time more requiring concurrence of the Lord 's people , nor yeelding greater encoragement to laie heads and heartes and more tthan all together for him that hath so sweetly loved and dearly bought us ; wherefore I beseech you laie	BODY	RESIGNATION	RELIGION	0	0	JONES_018	E3	1652.0	UNKNOWN	FRIEND	THOMAS_HARRISON	MALE	_	1606	46	JOHN_JONES	MALE	_	1597?	55?	JONES	1650	18.0	LORD
10388	33305	lord	JONES_008	JONES_008.297_297	earnestly desiring to be dissolved and to be w=th= X.=t.= Last night I was called up ( having watched with her the night before ) , shee being growne speechles , but after a little time shee Recovered her speech . I believe shee $can $not {TEXT:cannot} continue 2 nights longer w=th=out a speciall worke of God , the frame of her nature being quite dissolved in her . I rejoyce in the paper you sent from Merrionythshire : the	Lord	grant it proceeds from Renewed Spiritts , and not from carnall compliance . It is not difficult to make use of a gospell Language ; but it is a Rare and a blessed thing to have soe many gospell spiritts in that countrey . There may much sincerity accompany a little faith , little knowledge and great Temptac~ons , w=ch= abound in that countrey . The more tender a plant is , the more often nourishm=t= must be applied	BODY	PRAYER	RELIGION	ADDRESSEE	ADDRESSEE	JONES_008	E3	1651.0	UNKNOWN	FRIEND	JOHN_JONES	MALE	FRIEND	1597?	54?	MORGAN_LLOYD	MALE	FRIEND	_	_	JONES	1650	8.0	LORD
10389	88548	god	WENTWOR_041	WENTWOR_041.326_326	of excepcion although itt came to the view of my lord of Buckingham , least he might conceaue that yow doe not soe absolutely depend on him , as it maie bee he expects , and soe take that occasion to grow cold in the matter . Your Lordship will present my duty and seruice where I owe itt , crauing pardon for my breuity in regard I will write more at large to yow the next week $God $willinge	{TEXT:Godwillinge}	. God take yow and yours into his blessed keeping , Your lordship 's most humble brother in lawe to commaund , Th. Wentworth . 	BODY	DIVINE APPROVAL	COMMUNICATION	0	0	WENTWOR_041	E2	1621.0	COPY	FAMILY_OTHER	THOMAS_WENTWORTH	MALE	BROTHER_IN_LAW	1593	28	HENRY_CLIFFORD_IV	MALE	BROTHER_IN_LAW	1591	30	WENTWOR	1620	41.0	GOD
10395	33312	lord	JONES_009	JONES_009.734_734	unworthy of soe many favours and respects as you have bene pleased to cast upon mee . Yo=rs= of the 4=th= of November came very seasonably to us with the newes of Man and Jersey , wee having then a convoy goeing to Connaught . If it were not presumption , I could wish that my humble services were presented to my Lord Leif=t= who sent me hither , the unworthiest and unfittest of many thousands . I wish the	Lord	would furnish me w=th= such a head and heart to mannage this great Trust as he hath who designed me for it . I shall noe further adde to yo=r= trouble at present . Yo=r= faithfull and true Servant . Dublin , 19=th= Nov. , 1651 . 	BODY	PRAYER	POLITICS	WRITER	WRITER	JONES_009	E3	1651.0	UNKNOWN	OTHER	JOHN_JONES	MALE	_	1597?	54?	THOMAS_SCOTT	MALE	_	_	_	JONES	1650	10.0	LORD
